"sim","scenario","method","first_crossing","direction","statistic_at_crossing"
2529,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2529,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2529,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2529,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2529,"Harm: 35% vs 40%","e-RTb mixture two-sided",NA,NA,NA
2530,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-3.19383493264991
2530,"Harm: 35% vs 40%","Pocock two-sided",1793,"harm",-2.3113064295067
2530,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-3.19383493264991
2530,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-3.19383493264991
2530,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2152,"harm",-2.50742846156909
2530,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2530,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2530,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2530,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2530,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2530,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2530,"Harm: 35% vs 40%","e-RTb adaptive",641,"harm",-0.106321334503951
2530,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2530,"Harm: 35% vs 40%","e-RTb mixture two-sided",1995,"harm",-0.0594672611449604
2531,"Harm: 35% vs 40%","OBF two-sided",NA,NA,NA
2531,"Harm: 35% vs 40%","Pocock two-sided",897,"harm",-2.33164725132538
2531,"Harm: 35% vs 40%","Haybittle-Peto",NA,NA,NA
2531,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2531,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2531,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2531,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2531,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2531,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2531,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2531,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2531,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2531,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2531,"Harm: 35% vs 40%","e-RTb mixture two-sided",NA,NA,NA
2532,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-2.37742097871174
2532,"Harm: 35% vs 40%","Pocock two-sided",1793,"harm",-2.39503390267558
2532,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-2.37742097871174
2532,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-2.37742097871174
2532,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2690,"harm",-2.37742097871174
2532,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2532,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2532,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2532,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2532,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2532,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2532,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2532,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2532,"Harm: 35% vs 40%","e-RTb mixture two-sided",1672,"harm",-0.0629130966952266
2533,"Harm: 35% vs 40%","OBF two-sided",1793,"harm",-2.89924621659882
2533,"Harm: 35% vs 40%","Pocock two-sided",897,"harm",-2.68347160400224
2533,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-3.14238541485903
2533,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",1793,"harm",-2.89924621659882
2533,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",1614,"harm",-2.86894745550872
2533,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2533,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2533,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2533,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2533,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2533,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2533,"Harm: 35% vs 40%","e-RTb adaptive",584,"harm",-0.125657894736842
2533,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2533,"Harm: 35% vs 40%","e-RTb mixture two-sided",657,"harm",-0.121220001485994
2534,"Harm: 35% vs 40%","OBF two-sided",1793,"harm",-2.88308409227245
2534,"Harm: 35% vs 40%","Pocock two-sided",1793,"harm",-2.88308409227245
2534,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-3.60690078173419
2534,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",1793,"harm",-2.88308409227245
2534,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",1614,"harm",-2.87878142368182
2534,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2534,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2534,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2534,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2534,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2534,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2534,"Harm: 35% vs 40%","e-RTb adaptive",1953,"harm",-0.0651446189986788
2534,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2534,"Harm: 35% vs 40%","e-RTb mixture two-sided",1332,"harm",-0.0739784635658776
2535,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-2.44606959402663
2535,"Harm: 35% vs 40%","Pocock two-sided",2690,"harm",-2.44606959402663
2535,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-2.44606959402663
2535,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-2.44606959402663
2535,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2690,"harm",-2.44606959402663
2535,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2535,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2535,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2535,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2535,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2535,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2535,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2535,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2535,"Harm: 35% vs 40%","e-RTb mixture two-sided",NA,NA,NA
2536,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-3.03627798930797
2536,"Harm: 35% vs 40%","Pocock two-sided",2690,"harm",-3.03627798930797
2536,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-3.03627798930797
2536,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-3.03627798930797
2536,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2152,"harm",-2.64470601825847
2536,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2536,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2536,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2536,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2536,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2536,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2536,"Harm: 35% vs 40%","e-RTb adaptive",653,"harm",-0.112833893341843
2536,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2536,"Harm: 35% vs 40%","e-RTb mixture two-sided",1920,"harm",-0.056499115367394
2537,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-2.18449999945597
2537,"Harm: 35% vs 40%","Pocock two-sided",NA,NA,NA
2537,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-2.18449999945597
2537,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-2.18449999945597
2537,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2690,"harm",-2.18449999945597
2537,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2537,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2537,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2537,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2537,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2537,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2537,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2537,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2537,"Harm: 35% vs 40%","e-RTb mixture two-sided",NA,NA,NA
2538,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-2.10393384065723
2538,"Harm: 35% vs 40%","Pocock two-sided",NA,NA,NA
2538,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-2.10393384065723
2538,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-2.10393384065723
2538,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2690,"harm",-2.10393384065723
2538,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2538,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2538,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2538,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2538,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2538,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2538,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2538,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2538,"Harm: 35% vs 40%","e-RTb mixture two-sided",NA,NA,NA
2539,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-2.94585831111566
2539,"Harm: 35% vs 40%","Pocock two-sided",897,"harm",-2.33669950234508
2539,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-2.94585831111566
2539,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-2.94585831111566
2539,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2152,"harm",-2.33700959856793
2539,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2539,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2539,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2539,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2539,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2539,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2539,"Harm: 35% vs 40%","e-RTb adaptive",825,"harm",-0.0926749232560604
2539,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2539,"Harm: 35% vs 40%","e-RTb mixture two-sided",2247,"harm",-0.0568413547237081
2540,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-3.31846288584935
2540,"Harm: 35% vs 40%","Pocock two-sided",2690,"harm",-3.31846288584935
2540,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-3.31846288584935
2540,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-3.31846288584935
2540,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2152,"harm",-2.43792797039945
2540,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2540,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2540,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2540,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2540,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2540,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2540,"Harm: 35% vs 40%","e-RTb adaptive",2655,"harm",-0.061609195402299
2540,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2540,"Harm: 35% vs 40%","e-RTb mixture two-sided",1883,"harm",-0.0603526695122803
2541,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-2.95988594950898
2541,"Harm: 35% vs 40%","Pocock two-sided",2690,"harm",-2.95988594950898
2541,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-2.95988594950898
2541,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-2.95988594950898
2541,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2152,"harm",-2.58379704262824
2541,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2541,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2541,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2541,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2541,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2541,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2541,"Harm: 35% vs 40%","e-RTb adaptive",2310,"harm",-0.0590199042579992
2541,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2541,"Harm: 35% vs 40%","e-RTb mixture two-sided",2209,"harm",-0.0568590281786219
2542,"Harm: 35% vs 40%","OBF two-sided",1793,"harm",-3.06997979008612
2542,"Harm: 35% vs 40%","Pocock two-sided",1793,"harm",-3.06997979008612
2542,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-2.5275312267539
2542,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",1793,"harm",-3.06997979008612
2542,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",1614,"harm",-2.94991425355104
2542,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2542,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2542,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2542,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2542,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2542,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2542,"Harm: 35% vs 40%","e-RTb adaptive",1026,"harm",-0.0857749178532313
2542,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2542,"Harm: 35% vs 40%","e-RTb mixture two-sided",1033,"harm",-0.092865448816535
2543,"Harm: 35% vs 40%","OBF two-sided",NA,NA,NA
2543,"Harm: 35% vs 40%","Pocock two-sided",NA,NA,NA
2543,"Harm: 35% vs 40%","Haybittle-Peto",NA,NA,NA
2543,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2543,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2543,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2543,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2543,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2543,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2543,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2543,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2543,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2543,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2543,"Harm: 35% vs 40%","e-RTb mixture two-sided",NA,NA,NA
2544,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-2.68545632399777
2544,"Harm: 35% vs 40%","Pocock two-sided",1793,"harm",-2.32457227628296
2544,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-2.68545632399777
2544,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-2.68545632399777
2544,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2152,"harm",-2.55737509523132
2544,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2544,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2544,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2544,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2544,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2544,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2544,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2544,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2544,"Harm: 35% vs 40%","e-RTb mixture two-sided",2406,"harm",-0.0540949169407669
2545,"Harm: 35% vs 40%","OBF two-sided",NA,NA,NA
2545,"Harm: 35% vs 40%","Pocock two-sided",NA,NA,NA
2545,"Harm: 35% vs 40%","Haybittle-Peto",NA,NA,NA
2545,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2545,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2545,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2545,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2545,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2545,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2545,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2545,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2545,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2545,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2545,"Harm: 35% vs 40%","e-RTb mixture two-sided",NA,NA,NA
2546,"Harm: 35% vs 40%","OBF two-sided",1793,"harm",-2.92201609789149
2546,"Harm: 35% vs 40%","Pocock two-sided",1793,"harm",-2.92201609789149
2546,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-3.39408539530139
2546,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",1793,"harm",-2.92201609789149
2546,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2152,"harm",-3.18346783165758
2546,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2546,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2546,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2546,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2546,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2546,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2546,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2546,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2546,"Harm: 35% vs 40%","e-RTb mixture two-sided",1100,"harm",-0.0764041209704223
2547,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-2.61680153577271
2547,"Harm: 35% vs 40%","Pocock two-sided",2690,"harm",-2.61680153577271
2547,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-2.61680153577271
2547,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-2.61680153577271
2547,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2690,"harm",-2.61680153577271
2547,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2547,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2547,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2547,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2547,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2547,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2547,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2547,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2547,"Harm: 35% vs 40%","e-RTb mixture two-sided",1536,"harm",-0.0653171390013494
2548,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-3.0056169752142
2548,"Harm: 35% vs 40%","Pocock two-sided",1793,"harm",-2.3472454811266
2548,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-3.0056169752142
2548,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-3.0056169752142
2548,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2152,"harm",-2.70701312968083
2548,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2548,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2548,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2548,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2548,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2548,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2548,"Harm: 35% vs 40%","e-RTb adaptive",1422,"harm",-0.0777666999002991
2548,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2548,"Harm: 35% vs 40%","e-RTb mixture two-sided",1280,"harm",-0.0762963541870189
2549,"Harm: 35% vs 40%","OBF two-sided",1793,"harm",-3.31045838584133
2549,"Harm: 35% vs 40%","Pocock two-sided",897,"harm",-3.02561744990475
2549,"Harm: 35% vs 40%","Haybittle-Peto",1793,"harm",-3.31045838584133
2549,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",1793,"harm",-3.31045838584133
2549,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",1614,"harm",-3.26900245596451
2549,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2549,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2549,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2549,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2549,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2549,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2549,"Harm: 35% vs 40%","e-RTb adaptive",1392,"harm",-0.0845001497021444
2549,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2549,"Harm: 35% vs 40%","e-RTb mixture two-sided",891,"harm",-0.0972360972360974
2550,"Harm: 35% vs 40%","OBF two-sided",1793,"harm",-3.68423500186548
2550,"Harm: 35% vs 40%","Pocock two-sided",897,"harm",-3.28456427310352
2550,"Harm: 35% vs 40%","Haybittle-Peto",1793,"harm",-3.68423500186548
2550,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",1793,"harm",-3.68423500186548
2550,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",1076,"harm",-3.50209859177269
2550,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2550,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2550,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2550,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2550,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2550,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2550,"Harm: 35% vs 40%","e-RTb adaptive",182,"harm",-0.196705426356589
2550,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2550,"Harm: 35% vs 40%","e-RTb mixture two-sided",695,"harm",-0.122366328761678
2551,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-2.61781669605179
2551,"Harm: 35% vs 40%","Pocock two-sided",2690,"harm",-2.61781669605179
2551,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-2.61781669605179
2551,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-2.61781669605179
2551,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2690,"harm",-2.61781669605179
2551,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2551,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2551,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2551,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2551,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2551,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2551,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2551,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2551,"Harm: 35% vs 40%","e-RTb mixture two-sided",NA,NA,NA
2552,"Harm: 35% vs 40%","OBF two-sided",NA,NA,NA
2552,"Harm: 35% vs 40%","Pocock two-sided",NA,NA,NA
2552,"Harm: 35% vs 40%","Haybittle-Peto",NA,NA,NA
2552,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2552,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
