"sim","scenario","method","first_crossing","direction","statistic_at_crossing"
451,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
451,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
451,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
451,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
451,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
451,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA
451,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA
451,"Alternative: 35% vs 30%","e-RTb mixture two-sided",NA,NA,NA
452,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.96905082862261
452,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.70681919499827
452,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",3.3981014497258
452,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",1793,"benefit",2.96905082862261
452,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",2152,"benefit",2.87227110434871
452,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",1793,"benefit",2.96905082862261
452,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",1076,"benefit",3.25852328210847
452,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",1793,"benefit",2.96905082862261
452,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",2152,"benefit",2.87227110434871
452,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",538,"benefit",3.07602273109066
452,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",1076,"benefit",3.25852328210847
452,"Alternative: 35% vs 30%","e-RTb adaptive",482,"benefit",0.133344818675166
452,"Alternative: 35% vs 30%","e-RTb design directional",488,"benefit",0.134328107408714
452,"Alternative: 35% vs 30%","e-RTb mixture two-sided",693,"benefit",0.119067055393586
453,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.62836053008763
453,"Alternative: 35% vs 30%","Pocock two-sided",2690,"benefit",2.62836053008763
453,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.62836053008763
453,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",2690,"benefit",2.62836053008763
453,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",2690,"benefit",2.62836053008763
453,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",2690,"benefit",2.62836053008763
453,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",2152,"benefit",2.2756678366261
453,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",2690,"benefit",2.62836053008763
453,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",2690,"benefit",2.62836053008763
453,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",2152,"benefit",2.2756678366261
453,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",2152,"benefit",2.2756678366261
453,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA
453,"Alternative: 35% vs 30%","e-RTb design directional",2063,"benefit",0.0513089861963505
453,"Alternative: 35% vs 30%","e-RTb mixture two-sided",2284,"benefit",0.053834020719792
454,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.70709894476998
454,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.34976742970676
454,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.70709894476998
454,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",2690,"benefit",2.70709894476998
454,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",2152,"benefit",2.61356845421561
454,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",1793,"benefit",2.34976742970676
454,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",1614,"benefit",2.62478783036709
454,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",2690,"benefit",2.70709894476998
454,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",2152,"benefit",2.61356845421561
454,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",1614,"benefit",2.62478783036709
454,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",1614,"benefit",2.62478783036709
454,"Alternative: 35% vs 30%","e-RTb adaptive",1663,"benefit",0.061653334726006
454,"Alternative: 35% vs 30%","e-RTb design directional",1590,"benefit",0.0572005127359029
454,"Alternative: 35% vs 30%","e-RTb mixture two-sided",1666,"benefit",0.0626445755262549
455,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.85604970774649
455,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.62524693556678
455,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.85604970774649
455,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",2690,"benefit",2.85604970774649
455,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",2152,"benefit",2.33902243417175
455,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",1793,"benefit",2.22309822696488
455,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",1076,"benefit",2.93969024622671
455,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",2690,"benefit",2.85604970774649
455,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",2152,"benefit",2.33902243417175
455,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",538,"benefit",3.11473791904455
455,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",1076,"benefit",2.93969024622671
455,"Alternative: 35% vs 30%","e-RTb adaptive",253,"benefit",0.17661038148843
455,"Alternative: 35% vs 30%","e-RTb design directional",410,"benefit",0.151132901751714
455,"Alternative: 35% vs 30%","e-RTb mixture two-sided",989,"benefit",0.0890475411177479
456,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.1183287569805
456,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",3.1183287569805
456,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",3.40581918144585
456,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",1793,"benefit",3.1183287569805
456,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",1614,"benefit",2.89239638475021
456,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",1793,"benefit",3.1183287569805
456,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",1614,"benefit",2.89239638475021
456,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",1793,"benefit",3.1183287569805
456,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",1614,"benefit",2.89239638475021
456,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",1614,"benefit",2.89239638475021
456,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",1614,"benefit",2.89239638475021
456,"Alternative: 35% vs 30%","e-RTb adaptive",1749,"benefit",0.07796113328535
456,"Alternative: 35% vs 30%","e-RTb design directional",1175,"benefit",0.0720876251269404
456,"Alternative: 35% vs 30%","e-RTb mixture two-sided",1456,"benefit",0.0717454628626732
457,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.76946902826755
457,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.76946902826755
457,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",3.49923544024272
457,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",1793,"benefit",2.76946902826755
457,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",2152,"benefit",2.77563136976123
457,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",1793,"benefit",2.76946902826755
457,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",1614,"benefit",2.45557462451202
457,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",1793,"benefit",2.76946902826755
457,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",2152,"benefit",2.77563136976123
457,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",1614,"benefit",2.45557462451202
457,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",1614,"benefit",2.45557462451202
457,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA
457,"Alternative: 35% vs 30%","e-RTb design directional",1163,"benefit",0.0708322199459637
457,"Alternative: 35% vs 30%","e-RTb mixture two-sided",1211,"benefit",0.0790842160002188
458,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.43758915795532
458,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.43758915795532
458,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.72522874301188
458,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",2690,"benefit",2.72522874301188
458,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",1614,"benefit",2.7248856345804
458,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",1793,"benefit",2.43758915795532
458,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",1614,"benefit",2.7248856345804
458,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",2690,"benefit",2.72522874301188
458,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",1614,"benefit",2.7248856345804
458,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",1614,"benefit",2.7248856345804
458,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",1614,"benefit",2.7248856345804
458,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA
458,"Alternative: 35% vs 30%","e-RTb design directional",1510,"benefit",0.062125853685956
458,"Alternative: 35% vs 30%","e-RTb mixture two-sided",1647,"benefit",0.0659304158867194
459,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.72002343531105
459,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.31073000792674
459,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.72002343531105
459,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",2690,"benefit",2.72002343531105
459,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",2690,"benefit",2.72002343531105
459,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",2690,"benefit",2.72002343531105
459,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",2152,"benefit",2.1883750943739
459,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",2690,"benefit",2.72002343531105
459,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",2690,"benefit",2.72002343531105
459,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",2152,"benefit",2.1883750943739
459,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",2152,"benefit",2.1883750943739
459,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA
459,"Alternative: 35% vs 30%","e-RTb design directional",2325,"benefit",0.0479727148057426
459,"Alternative: 35% vs 30%","e-RTb mixture two-sided",NA,NA,NA
460,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.56920495968118
460,"Alternative: 35% vs 30%","Pocock two-sided",2690,"benefit",2.56920495968118
460,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.56920495968118
460,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",2690,"benefit",2.56920495968118
460,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",2152,"benefit",2.54016143644638
460,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",2690,"benefit",2.56920495968118
460,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",2152,"benefit",2.54016143644638
460,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",2690,"benefit",2.56920495968118
460,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",2152,"benefit",2.54016143644638
460,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",2152,"benefit",2.54016143644638
460,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",2152,"benefit",2.54016143644638
460,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA
460,"Alternative: 35% vs 30%","e-RTb design directional",2109,"benefit",0.0500837261839027
460,"Alternative: 35% vs 30%","e-RTb mixture two-sided",NA,NA,NA
461,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",2.66201639674945
461,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",2.66201639674945
461,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.96761194786545
461,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",1793,"benefit",2.66201639674945
461,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",2152,"benefit",3.07764981439598
461,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",1793,"benefit",2.66201639674945
461,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",2152,"benefit",3.07764981439598
461,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",1793,"benefit",2.66201639674945
461,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",2152,"benefit",3.07764981439598
461,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",538,"benefit",2.64190284282186
461,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",2152,"benefit",3.07764981439598
461,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA
461,"Alternative: 35% vs 30%","e-RTb design directional",1624,"benefit",0.0571005629974764
461,"Alternative: 35% vs 30%","e-RTb mixture two-sided",1735,"benefit",0.0620014724917804
462,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA
462,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA
462,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA
462,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
462,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
462,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",2690,"benefit",1.8278780436099
462,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",2690,"benefit",1.8278780436099
462,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
462,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
462,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
462,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",2690,"benefit",1.8278780436099
462,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA
462,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA
462,"Alternative: 35% vs 30%","e-RTb mixture two-sided",NA,NA,NA
463,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA
463,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA
463,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA
463,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
463,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
463,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
463,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
463,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
463,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
463,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
463,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
463,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA
463,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA
463,"Alternative: 35% vs 30%","e-RTb mixture two-sided",NA,NA,NA
464,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.00712630004662
464,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.93600936207525
464,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",3.80483064853296
464,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",1793,"benefit",3.00712630004662
464,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",2152,"benefit",3.45034328054325
464,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",1793,"benefit",3.00712630004662
464,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",1076,"benefit",3.33530972470981
464,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",1793,"benefit",3.00712630004662
464,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",2152,"benefit",3.45034328054325
464,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",1076,"benefit",3.33530972470981
464,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",1076,"benefit",3.33530972470981
464,"Alternative: 35% vs 30%","e-RTb adaptive",1045,"benefit",0.100228658536585
464,"Alternative: 35% vs 30%","e-RTb design directional",739,"benefit",0.097539465561337
464,"Alternative: 35% vs 30%","e-RTb mixture two-sided",993,"benefit",0.0911837318087317
465,"Alternative: 35% vs 30%","OBF two-sided",1793,"benefit",3.40378151098587
465,"Alternative: 35% vs 30%","Pocock two-sided",1793,"benefit",3.40378151098587
465,"Alternative: 35% vs 30%","Haybittle-Peto",1793,"benefit",3.40378151098587
465,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",1793,"benefit",3.40378151098587
465,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",1614,"benefit",3.02766331336016
465,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",1793,"benefit",3.40378151098587
465,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",1614,"benefit",3.02766331336016
465,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",1793,"benefit",3.40378151098587
465,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",1614,"benefit",3.02766331336016
465,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",1076,"benefit",2.22662598413432
465,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",1614,"benefit",3.02766331336016
465,"Alternative: 35% vs 30%","e-RTb adaptive",434,"benefit",0.11953109986548
465,"Alternative: 35% vs 30%","e-RTb design directional",1375,"benefit",0.0649421167167941
465,"Alternative: 35% vs 30%","e-RTb mixture two-sided",1525,"benefit",0.0692087084809793
466,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA
466,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA
466,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA
466,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
466,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
466,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
466,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
466,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
466,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
466,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
466,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
466,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA
466,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA
466,"Alternative: 35% vs 30%","e-RTb mixture two-sided",NA,NA,NA
467,"Alternative: 35% vs 30%","OBF two-sided",NA,NA,NA
467,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA
467,"Alternative: 35% vs 30%","Haybittle-Peto",NA,NA,NA
467,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
467,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
467,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",2690,"benefit",1.91699727749818
467,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",2690,"benefit",1.91699727749818
467,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
467,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
467,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
467,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",2690,"benefit",1.91699727749818
467,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA
467,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA
467,"Alternative: 35% vs 30%","e-RTb mixture two-sided",NA,NA,NA
468,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.09265214821697
468,"Alternative: 35% vs 30%","Pocock two-sided",NA,NA,NA
468,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.09265214821697
468,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",2690,"benefit",2.09265214821697
468,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",2690,"benefit",2.09265214821697
468,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",2690,"benefit",2.09265214821697
468,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.05",2152,"benefit",2.06595117261606
468,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.025",2690,"benefit",2.09265214821697
468,"Alternative: 35% vs 30%","LD-OBF K5 one-sided a=0.025",2690,"benefit",2.09265214821697
468,"Alternative: 35% vs 30%","KD rho=1 K5 one-sided a=0.05",2152,"benefit",2.06595117261606
468,"Alternative: 35% vs 30%","KD rho=3 K5 one-sided a=0.05",2152,"benefit",2.06595117261606
468,"Alternative: 35% vs 30%","e-RTb adaptive",NA,NA,NA
468,"Alternative: 35% vs 30%","e-RTb design directional",NA,NA,NA
468,"Alternative: 35% vs 30%","e-RTb mixture two-sided",NA,NA,NA
469,"Alternative: 35% vs 30%","OBF two-sided",2690,"benefit",2.21537648098928
469,"Alternative: 35% vs 30%","Pocock two-sided",897,"benefit",2.54442667820342
469,"Alternative: 35% vs 30%","Haybittle-Peto",2690,"benefit",2.21537648098928
469,"Alternative: 35% vs 30%","LD-OBF K3 two-sided a=0.05",2690,"benefit",2.21537648098928
469,"Alternative: 35% vs 30%","LD-OBF K5 two-sided a=0.05",2690,"benefit",2.21537648098928
469,"Alternative: 35% vs 30%","LD-OBF K3 one-sided a=0.05",2690,"benefit",2.21537648098928
